relationship_row_id,doc_id,region,ethnography_group,entity_a,entity_a_type,entity_b,entity_b_type,scope_coded,reasoning,supporting_quote_raw,relation_label_raw,local_term_raw,symmetry_coded,relation_type_coded,confidence,notes,extracted_at
795,/Luguru_Gemignani_2002_265_KS,EasternAfrica,Luguru,Lamba (rainmaker),person,children joking partners (boys and girls),group,within_group,"Children are described as required joking partners assisting the rainmaker in tambiko rituals, indicating a recurrent institutional role.","It is widely agreed that while Lamba was accompanied by one or two adults who were joking partners, his main assistants in this tambiko were children. This was described as consisting of one boy and one girl, or two boys and two girls.",children joking partners,,symmetric,joking_relationship,0.9,,2026-07-06T09:35:38.796343+00:00
796,/Luguru_Gemignani_2002_278_KS,EasternAfrica,Luguru,lineage members,lineage,his joking partners,kin_role,kinship,Text describes lineage members eating food who were/not his joking partners — culturally patterned kin joking ties.,"He listed some of the possible mistakes that this man made, bringing bread and tea for the ancestors to Mbagho's ritual space at Rudewa, as well as the traditional black sheep, having other lineage members eat the food who were not his joking partners.",,,unclear,joking_relationship,0.6,Document does not name specific lineages or partner groups; extracts generic kin-based 'joking partners' institution mentioned.,2026-07-06T09:35:44.765583+00:00
797,/Luguru_Gemignani_2002_280_KS,EasternAfrica,Luguru,women,kin_role,husbands,kin_role,kinship,"Recurrent, culturally patterned jokes by women about 'posho' given to their husbands; gendered kin-role teasing.",One hears many jokes made by women regarding the “food rations” (posho) that women distribute to their husbands.,,posho,non_symmetric,joking_relationship,0.8,,2026-07-06T09:35:56.672386+00:00
798,/Luguru_Gemignani_2002_280_KS,EasternAfrica,Luguru,mother-in-law,kin_role,daughter-in-law,kin_role,kinship,Specific anecdote shows patterned teasing between mother-in-law and daughter-in-law about sexual/food matters.,"Mama Mwenda told a funny story about how her mother-in-law once asked her if she was going home to give “food” to Baba Mwenda. When she asked, “What food?” her mother-in-law stated, “the food that you close in a satchel and walk around with everyday”",,,non_symmetric,joking_relationship,0.85,Mother-in-law is the jokester in the cited anecdote; implies an institutionalized in-law teasing pattern.,2026-07-06T09:35:56.672386+00:00
799,/Luguru_Hamdani_2001_15_KS,EasternAfrica,Luguru,kigori (young girl),kin_role,the family,group,kinship,Text explicitly says the family establishes a recurring joking relationship with the kigori role; clearly kinship socialization.,As a young girl (between 9–13) before reaching puberty she was referred to as “kigori”. The family would establish a joking relationship with her while at the same time she would be socially nurtured towards attaining womanhood.,,kigori,symmetric,joking_relationship,0.8,,2026-07-06T09:36:06.461234+00:00
800,/Luguru_Hamdani_2001_4_KS,EasternAfrica,Luguru,Different hamlets in the neighborhood,village,Different hamlets in the neighborhood,village,within_group,Text states neighboured hamlets have recurring joking relationship called utani/ugongo.,"Different hamlets in the neighborhood have a joking relationship called “utani” or “ugongo”. These relationships used to be very important, much more than they are today.",utani / ugongo,utani; ugongo,symmetric,joking_relationship,0.9,Document gives no specific hamlet names; relationship is between neighboring hamlets within the Luguru area.,2026-07-06T09:36:27.627763+00:00
801,/Luguru_Hamdani_2001_4_KS,EasternAfrica,Luguru,the Luguru,ethnic group,Wa-Mbunga,ethnic group,cross_group,"Explicitly lists Luguru joking relationships with Wa‑Mbunga, indicating institutionalized inter-ethnic joking.","The Luguru have joking relationship with several other ethnic groups including the Wa-Mbunga, Wa-Pogoro, Wa-Nyamwezi, and Wa-Sukuma. (Lucas, 1974).",utani / joking relationship,utani,symmetric,joking_relationship,0.9,,2026-07-06T09:36:27.627763+00:00
802,/Luguru_Hamdani_2001_4_KS,EasternAfrica,Luguru,the Luguru,ethnic group,Wa-Pogoro,ethnic group,cross_group,"Explicitly lists Luguru joking relationships with Wa‑Pogoro, indicating institutionalized inter-ethnic joking.","The Luguru have joking relationship with several other ethnic groups including the Wa-Mbunga, Wa-Pogoro, Wa-Nyamwezi, and Wa-Sukuma. (Lucas, 1974).",utani / joking relationship,utani,symmetric,joking_relationship,0.9,,2026-07-06T09:36:27.627763+00:00
803,/Luguru_Hamdani_2001_4_KS,EasternAfrica,Luguru,the Luguru,ethnic group,Wa-Nyamwezi,ethnic group,cross_group,"Explicitly lists Luguru joking relationships with Wa‑Nyamwezi, indicating institutionalized inter-ethnic joking.","The Luguru have joking relationship with several other ethnic groups including the Wa-Mbunga, Wa-Pogoro, Wa-Nyamwezi, and Wa-Sukuma. (Lucas, 1974).",utani / joking relationship,utani,symmetric,joking_relationship,0.9,,2026-07-06T09:36:27.627763+00:00
804,/Luguru_Hamdani_2001_4_KS,EasternAfrica,Luguru,the Luguru,ethnic group,Sukuma,ethnic group,cross_group,"Explicitly lists Luguru joking relationships with Wa‑Sukuma, indicating institutionalized inter-ethnic joking.","The Luguru have joking relationship with several other ethnic groups including the Wa-Mbunga, Wa-Pogoro, Wa-Nyamwezi, and Wa-Sukuma. (Lucas, 1974).",utani / joking relationship,utani,symmetric,joking_relationship,0.9,,2026-07-06T09:36:27.627763+00:00
805,/Luguru_McVicar_1935_62_KS,EasternAfrica,Luguru,Wamangi,clan,Wabunga,clan,within_group,Text explicitly names privileged familiarity/joking relationship between these two sibs.,"Between certain sibs there exists privileged familiarity or a joking relationship, as, for example, between the Wamangi and the Wabunga.",privileged familiarity / joking relationship,,symmetric,joking_relationship,0.9,,2026-07-06T09:36:39.016498+00:00
806,/Luguru_McVicar_1935_62_KS,EasternAfrica,Luguru,Wamangi,clan,Mbunga,clan,within_group,Reciprocal ritual/drum-playing and aid in ngoma described as recurring inter-sib relationship implying privileged familiarity.,"He considered it a useful instrument for his ngoma (band). Of course, in order to use it properly he had to call in the aid of the Wamangi sib, and thus it came about that the Wamangi formed part of the Wambunga ngoma. As a matter of fact, it is the Wamangi who play the drums when an Mbunga dies, and vice versa.",reciprocal drum-playing / ritual partnership,,symmetric,joking_relationship,0.7,Text links ritual cooperation with privileged familiarity; relationship framed as recurring practice.,2026-07-06T09:36:39.016498+00:00
807,/Luguru_McVicar_1935_63_KS,EasternAfrica,Luguru,Wamangi,clan,Wambunga,clan,within_group,Text names these two sibs as reciprocal watani/kutaniana—an institutional joking relationship within the society.,"The Wamangi are the watani of the Wambunga, and vice versa. ... Sibs between which privileged familiarity or the joking relationship prevails are said to kutaniana.",watani / kutaniana,watani; mtani; kutaniana,symmetric,joking_relationship,0.9,,2026-07-06T09:36:50.028381+00:00
808,/Luguru_McVicar_1935_64_KS,EasternAfrica,Luguru,Wamangi,clan,Wabunga,clan,within_group,Text describes recurrent inter-sib joking rights (watani) between Wamangi and Wabunga within the same society.,"As a matter of fact, it would seem that the chief pleasure in life for a Mangi is to have a laugh at the expense of an Mbunga or to ‘pull something over on’ an Mbunga,—the Wamangi and the Wabunga being, as we have mentioned, of sibs between which the joking relationship obtains. Such inter-sib watani may do or say whatsoever they like when there is question of their watani.",watani; joking relationship,watani,symmetric,joking_relationship,0.9,,2026-07-06T09:36:59.202025+00:00
809,/Luguru_McVicar_1935_65_KS,EasternAfrica,Luguru,members of joking relationship sib's,clan,members of sibs of common origin,clan,within_group,Text explicitly identifies recurring 'joking relationship sibs' as institutionalized patterned ties within the society.,"I have heard it said that nowadays marriage is taking place between such members of joking relationship sib's and also between members of sibs of common origin, but I do not know how true this is, for it must be very new, and I am not acquainted with any specific instance.",joking relationship,,unclear,joking_relationship,0.6,Document refers to 'joking relationship sibs' but does not name the specific sibs or give local term; coded as within-group clan-level joking.,2026-07-06T09:37:15.041608+00:00
810,/Luguru_Young_1960_44_KS,EasternAfrica,Luguru,clans,clan,reciprocating clans,clan,within_group,Text describes recurrent reciprocal joking (ugongo/utani) as institutionalized between clans within Luguru.,"A more important relationship between clans is that of ugongo (L.) or utani (S.), i.e. reciprocal or joking relationship. Not all clans possess a link in this manner, but where they do there is also a trend to preferential marriage between the two linked clans.",ugongo / utani (reciprocal joking relationship),ugongo; utani,symmetric,joking_relationship,0.8,"Document does not name specific clan pairs; institution described as recurrent reciprocal joking between clans, including triangular three-clan links.",2026-07-06T09:37:24.679607+00:00
811,/Luo_Cohen_1989_106_KS,EasternAfrica,Luo,jogam,group,sisters of Adhiambo,kin_role,kinship,"Text describes recurring flirting/jokes between jogam and Adhiambo's sisters, a culturally patterned play relationship.","The food was eaten slowly, with some flirting between the jogam and the sisters of Adhiambo and some jokes passed back and forth with the brothers.",playmates / flirting,jogam,symmetric,joking_relationship,0.6,,2026-07-06T09:37:35.858226+00:00
812,/Luo_Cohen_1989_106_KS,EasternAfrica,Luo,sisters of Adhiambo,kin_role,brothers,kin_role,kinship,"Text reports jokes exchanged back and forth between sisters of Adhiambo and the brothers, indicating patterned kin joking.","The food was eaten slowly, with some flirting between the jogam and the sisters of Adhiambo and some jokes passed back and forth with the brothers.",,,symmetric,joking_relationship,0.5,Brothers are not explicitly tied to named kinline; coded as kin_role. The passage implies recurring joking but limited detail.,2026-07-06T09:37:35.858226+00:00
813,/Luo_Cohen_1989_108_KS,EasternAfrica,Luo,the jogam,kin_role,Adhiambo's people,group,kinship,Text describes recurrent teasing during marriage negotiations between jogam and bride's people (in-law context).,"The record-player was brought back to the room and there was music and dancing, with a good deal of teasing and joking between the jogam and Adhiambo's people.",,jogam,unclear,joking_relationship,0.6,,2026-07-06T09:37:42.354366+00:00
814,/Luo_Wilson_1961_100_KS,EasternAfrica,Luo,brothers of the bride,kin_role,brothers of the groom,kin_role,kinship,Ritualized selection (DIERO) with mock battles and sanctioned taking of a beast between bride's and groom's brothers.,"35. The brothers of the bride have meanwhile been waiting patiently for the news that the bride has accepted the CHIENO, for now they gather their strongest and most skilled fighters from among their LIBAMBA and their neighbours to take the first head of cattle from the herd of the groom to their own village. This group is known as the JODIERO, the selectors, and they go to select a beast from the herd of the groom. The brothers of the groom naturally resist the selection and the two groups wrestle and fight mock battles with sticks until both parties agree on the beast to be taken.",DIERO / JODIERO,DIERO; JODIERO; RWADH DIER,symmetric,joking_relationship,0.9,,2026-07-06T09:38:03.598207+00:00
815,/Luo_Wilson_1961_95_KS,EasternAfrica,Luo,JONDARIA,group,the young men of the groom's village,age_set,within_group,Text describes recurrent flirtation and joking between JONDARIA and groom's young men.,During the rest of the day is a period of flirtation and joking between the JONDARIA and the young men of the groom's village.,JONDARIA,JONDARIA,symmetric,joking_relationship,0.9,,2026-07-06T09:38:19.061760+00:00
816,/Luo_Wilson_1961_95_KS,EasternAfrica,Luo,JONDARIA,group,the village of the groom,village,within_group,"Text states JONDARIA have culturally licensed liberties in the groom's village (enter granaries, take food).","On the other hand, some state that the JONDARIA have great licence in the village and enter the granaries and take anything edible they find which they cook and eat by themselves.",licensed liberties,JONDARIA,non_symmetric,insulting_license,0.8,Licensed liberties granted to JONDARIA by host village; action is by JONDARIA so non-symmetric.,2026-07-06T09:38:19.061760+00:00
817,/Luo_Wilson_1961_95_KS,EasternAfrica,Luo,JONDARIA,group,the village (hosts),village,within_group,"Alternate, recurrent custom: JONDARIA are ignored and not given food—an institutionalized avoidance pattern.",Most Luo tribes state that the JONDARIA are ignored in the village and are not given food but must wait until their return the next day to their own village before they eat.,,JONDARIA,non_symmetric,avoidance,0.8,Different tribal variants present both licensed liberties and avoidance between same units; treated as separate institutional patterns.,2026-07-06T09:38:19.061760+00:00
820,/Maasai_Merker_1910_82_KS,EasternAfrica,Maasai,the assembled warriors,group,the parents of the boy,kin_role,kinship,Warriors collectively abuse parents when a boy shows pain—sanctioned teasing tied to circumcision kin roles.,"During the circumcision itself the parents of the boy remain in their hut, for if the latter moans or cries out from the pain, they are punished with abusive 83 63 cont. words and blows by the assembled warriors, because they did not rear their son to have the hardening and self-control necessary for a warrior, while the weakling is reviled for a long time afterwards as eb[unknown] iryo = coward, or t[unknown] or[unknown] on[unknown] o = the bad one.",abusive words and blows / reviling,,non_symmetric,insulting_license,0.6,Text shows a culturally sanctioned pattern at circumcision festivals where warriors publicly admonish/abuse parents for sons' lack of stoicism.,2026-07-06T09:38:43.563122+00:00
821,/Maasai_Spencer_1988_110_KS,EasternAfrica,Maasai,manyata moran,age_set,elders,group,within_group,"Repeated, culturally sanctioned teasing of moran by elders/village watchers about adultery privileges.","The elders can only demand that visiting moran should behave as guests with an outward respect, and the moran are aware that their comings and goings are being carefully watched from a discreet distance.
...If a manyata moran stays in the elders' village area for more than the occasional night without manyata permission, he must account for himself on his return. ... he can expect to be teased.",teased by elders / watched and teased on return,,non_symmetric,joking_relationship,0.9,,2026-07-06T09:38:58.265995+00:00
822,/Maasai_Spencer_1988_110_KS,EasternAfrica,Maasai,manyata women,group,manyata moran,age_set,within_group,Manyata women habitually take up a joking script to taunt moran who have stayed in elders' villages.,"When other manyata moran see him returning, they may call out: ‘The donkeys have come.’ The manyata women then take up the joke: ‘He's just a donkey, for he ran away to the elders' villages ... Let's grab him and drive him to get some water! Let's put a hide on his back and load him up!’",women teasing returning moran,,non_symmetric,joking_relationship,0.9,,2026-07-06T09:38:58.265995+00:00
823,/Maasai_Spencer_1988_110_KS,EasternAfrica,Maasai,manyata moran,age_set,manyata moran (returning from elders' villages),age_set,within_group,"Peers repeatedly call out and mock comrades who have stayed with elders, a patterned teasing practice.","When other manyata moran see him returning, they may call out: ‘The donkeys have come.’",peer teasing / taunting,,symmetric,joking_relationship,0.85,,2026-07-06T09:38:58.265995+00:00
824,/Maasai_Spencer_1988_121_KS,EasternAfrica,Maasai,father,kin_role,son,kin_role,kinship,"Text describes a recurrent, sanctioned teasing when fathers quarrel and sons must run away, creating joking.","If a father quarrels with his son and starts to shiver, the son should run away whatever his age, as if the father has raised his stick. The incident then becomes a joke at the expense of the younger man.",joke at the expense of the younger man,,non_symmetric,joking_relationship,0.9,,2026-07-06T09:39:04.631024+00:00
825,/Maasai_Spencer_1988_147_KS,EasternAfrica,Maasai,firestick patrons,group,moran,age_set,within_group,"Recurring, ritualized harangues and sanctioned teasing between elders (patrons) and moran during eunoto.","The response of the patrons throughout the morning was similar to that described for all such occasions when they assemble to harangue the moran. ... During the breaks in moments of pique, certain patrons occasionally cracked their long whips at unsubdued groups of moran as though they were frisky cattle. The moran would dutifully retire to a safer distance, ‘running away’ from the elders' anger, although still sometimes giggling.",authoritarian ritual of counter-rebellion / harangue,,non_symmetric,joking_relationship,0.9,,2026-07-06T09:39:23.774557+00:00
826,/Maasai_Spencer_1988_147_KS,EasternAfrica,Maasai,age mates,age_set,age mates,age_set,within_group,Patterned joking/support among an age-mate group after ritual conflict (entertaining with joking and good humour).,"As the elders dispersed, he remained with a small group of age mates, entertaining them with a display of joking and good humour. They encouraged him, rather as moran closely support an age mate after a bout of shaking.",supportive joking among age-mates,,symmetric,banter,0.8,,2026-07-06T09:39:23.774557+00:00
827,/Maasai_Spencer_1988_164_KS,EasternAfrica,Maasai,firestick patrons of Terito age-set,age_set,moran,age_set,within_group,Repeated mock aggression and abusive joking by patrons toward moran at disbanding; age-set patron–moran institutional ritual roles.,"Their firestick patrons of Terito age-set systematically coerced them from this defiant stand. ... Then, striding away from the meeting, the patrons left the moran with little option other than to rush up with fistfuls of grass, forcing the patrons to recant, but at the same time submitting to the inevitable.",patron–moran mock aggression at disbanding ceremony,,non_symmetric,joking_relationship,0.9,Patrons exercise licensed mock aggression; institutionalized within ceremonial context (enoonkureeta).,2026-07-06T09:39:37.558061+00:00
828,/Maasai_Spencer_1988_164_KS,EasternAfrica,Maasai,moran,age_set,manyata-mothers,kin_role,kinship,Text describes recurrent joking abuse between moran and their mothers during ritual contexts.,"The abusive idiom of the patrons recalls the first forest feast when joking abuse between moran and their mothers was indirectly at the expense of their absent fathers, whom they were about to desert for the manyata.",moran–mother joking abuse,,symmetric,joking_relationship,0.9,,2026-07-06T09:39:37.558061+00:00
829,/Maasai_Spencer_1988_164_KS,EasternAfrica,Maasai,firestick patrons of Terito age-set,age_set,manyata-mothers,kin_role,kinship,Patrons theatrically hurl mock curses and sexual abuse at manyata-mothers as recurrent ceremonial practice.,"The patrons are expected to come with long whips and an assortment of warrior headgear in the spirit of a burlesque on moranhood. ... they crack their whips as they approach the manyata, and hurl mock curses and accusations of incest. Their aim is to frighten the manyata-mothers who are less certain that these mock curses are harmless play.",patrons' mock curses at manyata-mothers,enoonkureeta,non_symmetric,joking_relationship,0.9,Assigned ceremony term as local_term_raw because enoonkureeta frames the interaction.,2026-07-06T09:39:37.558061+00:00
830,/Maasai_Spencer_1988_165_KS,EasternAfrica,Maasai,patrons,group,moran,group,within_group,Elder patrons repeatedly perform sanctioned verbal abuse toward moran during disbanding ceremonies.,"Forty-nine firestick patrons cowl their heads with sheepskin caps, inkureeta, whence the name of the ceremony, enoonkureeta. Their abuses against the moran incorporate such phrases as: ‘become bitter; be finished off; become lost for ever; you have fucked your mothers when they denied us [this right]; I have come and hear and see that your mother has nothing left to fuck’.",disbanding ceremony abuses,enoonkureeta,non_symmetric,insulting_license,0.9,,2026-07-06T09:39:45.711951+00:00
831,/Maasai_Spencer_1988_165_KS,EasternAfrica,Maasai,moran,group,mothers,kin_role,kinship,Text explicitly notes joking between moran and their mothers at a named ceremony (first forest ox).,"As with the joking between moran and their mothers at the first forest ox (of-the-earplugs), the Matapato acknowledged but did not stress the element of joking abuse.",joking at first forest ox,,symmetric,joking_relationship,0.9,,2026-07-06T09:39:45.711951+00:00
832,/Maasai_Spencer_1988_26_KS,EasternAfrica,Maasai,courier (clan ‘sister’ or the wife of an age mate),kin_role,the girl (prospective bride),kin_role,kinship,Repeated anointment ritual: women kin (couriers/age-mate wives) ritually tease the prospective bride.,"The suitor discreetly approaches one of the village wives to be his courier, perhaps a clan ‘sister’ or the wife of an age mate. In an unguarded moment, she calls over the girl and taking her by surprise, traces a smear of the butter from the bridge of her nose to her crown. Realising what has occurred, the girl is expected to rage. She snatches at leaves or grass or anything on hand to wipe off the butter, while the other women and even girls laugh at her.",anointment (esiret),esiret,non_symmetric,joking_relationship,0.9,Institutionalized as repeated with each suitor and culturally proscribed (girl excluded from sharing gifts).,2026-07-06T09:39:53.716148+00:00
833,/Maasai_Spencer_1988_31_KS,EasternAfrica,Maasai,bride (new wife),kin_role,women closely related to her husband,kin_role,kinship,"Persistent, culturally patterned taunting of the bride by husband-related women during reception ritual.","She is left by herself outside this village, and is then greeted by the women, who come out to taunt her persistently until she breaks down in tears. They may tease her for being her husband's current favourite who will in her turn be discarded.",taunting during reception,,non_symmetric,joking_relationship,0.9,,2026-07-06T09:40:05.356970+00:00
834,/Maasai_Spencer_1988_31_KS,EasternAfrica,Maasai,bride (new wife),kin_role,girls (younger women) of the husband's village,age_set,kinship,Younger women (girls) specifically participate in recurrent taunting of the incoming bride.,"She is no longer a girl and now even girls come out to taunt her. These are jokes that point up some of the sombre realities of wifehood, and mark the most radical transition in her life with a totally new role and surrounded by new faces.",taunting by girls,,non_symmetric,joking_relationship,0.8,,2026-07-06T09:40:05.356970+00:00
835,/Maasai_Spencer_1988_73_KS,EasternAfrica,Maasai,those close to the initiate and others that have recently been circumcised,group,the initiate,kin_role,kinship,Text describes kin and recent initiates deliberately provoking the initiate in ceremony; role-centered kin-based teasing.,"Those close to the initiate and others that have recently been circumcised may deliberately try to provoke his anger, scorning and threatening him, and distancing themselves from him if he does flinch, but also firming his resolve not to do so.",provoking / scorning during circumcision,,non_symmetric,teasing,0.85,,2026-07-06T09:40:21.494798+00:00
836,/Maasai_Spencer_1988_73_KS,EasternAfrica,Maasai,a band of about ten initiates,age_set,the youth (the initiate) led from his mother's hut,kin_role,within_group,Describes initiates as a unit teasing and manipulating the newly circumcised youth during ritual—age-set patterned teasing.,"a band of about ten initiates, who had recently recovered from the operation and wore their full regalia, led the youth from his mother's hut, singing and holding each arm... They paused at certain points, singing and making pointed references to the fact that none of them had flinched.",initiates' teasing of new initiate,,non_symmetric,teasing,0.9,,2026-07-06T09:40:21.494798+00:00
837,/Maasai_Spencer_1988_73_KS,EasternAfrica,Maasai,The elders,group,smaller boys,age_set,within_group,Elders intentionally call over and tease smaller boys after the operation—festival-patterned teasing across generations.,"The elders then called over smaller boys to tease them, playfully dragging them towards the doorway and asking them if they would like to be circumcised.",teasing of younger boys,,non_symmetric,teasing,0.9,,2026-07-06T09:40:21.494798+00:00
838,/Maasai_Spencer_1988_73_KS,EasternAfrica,Maasai,some women,group,several young children,age_set,within_group,"Women seized children and hooted while simulating teeth-prising, a recurring playful emphasis on forthcoming ordeal.","Outside, catching this jocular mood, some women seized several young children. One of them started to prise out their lower incisors as if to emphasise to them the ordeal that awaited them, hooting with laughter while the children howled.",women's playful teasing of children,,non_symmetric,teasing,0.85,,2026-07-06T09:40:21.494798+00:00
839,/Maasai_Spencer_1988_84_KS,EasternAfrica,Maasai,novice moran,kin_role,fathers (family heads),kin_role,kinship,Text describes recurring feast joking where novice moran make fathers the butt of jokes; kin-role pattern.,"The various allusions are to the period when they will leave home and take their mothers to live in the manyata (their warrior village); and their fathers, who are conspicuously absent, are the indirect butt of the joke.",butt of the joke,,non_symmetric,joking_relationship,0.85,,2026-07-06T09:40:30.647368+00:00
840,/Maasai_Spencer_1988_84_KS,EasternAfrica,Maasai,novice moran,kin_role,mothers,kin_role,kinship,Joking at the feast highlights sons' forthcoming control over their mothers (possessory teasing tied to manyata role).,"If mothers have sexual relations with their own fathers and with the moran friends of their daughters and come under the overbearing protection of their own sons and feed them, then their husbands - the fathers of the moran - are superfluous.",possessory teasing / control,manyata,non_symmetric,joking_relationship,0.8,,2026-07-06T09:40:30.647368+00:00
900,/Nuba_Faris_1989_166_KS,EasternAfrica,Nuba,danndanna (male),kin_role,danndanna (female),kin_role,kinship,"Text states sexual joking is appropriate with danndanna of the opposite sex, a recurrent kinship-based joking practice.","Sexual joking with danndanna of the opposite sex is appropriate, as it is an appropriate marriage category.",,danndanna,symmetric,joking_relationship,0.9,Interpreted as patterned joking between opposite-sex danndanna (cross-cousin marriage category).,2026-07-06T09:46:38.958323+00:00
901,/Nuba_Nadel_1947_285_KS,EasternAfrica,Nuba,a man,kin_role,his classificatory sister,kin_role,kinship,Text states men 'might even joke' with classificatory sisters about sexual dreams—recurring kin-based licensed joking.,"If a man dreamed in this way about his classificatory sister, his cousin, or possibly his brother's wife, he would think nothing of it and might even joke about it with the heroine of his dream.",,,symmetric,joking_relationship,0.85,,2026-07-06T09:46:56.026266+00:00
902,/Nuba_Nadel_1947_285_KS,EasternAfrica,Nuba,a man,kin_role,his cousin,kin_role,kinship,"Author reports men may 'joke' with their cousins about incest dreams—patterned, kin-based licensed teasing.","If a man dreamed in this way about his classificatory sister, his cousin, or possibly his brother's wife, he would think nothing of it and might even joke about it with the heroine of his dream.",,narane,symmetric,joking_relationship,0.85,,2026-07-06T09:46:56.026266+00:00
903,/Nuba_Nadel_1947_285_KS,EasternAfrica,Nuba,a man,kin_role,his brother's wife,kin_role,kinship,"Text indicates men may 'joke' with their brother's wife about erotic dreams—an affinal, recurrent joking license.","If a man dreamed in this way about his classificatory sister, his cousin, or possibly his brother's wife, he would think nothing of it and might even joke about it with the heroine of his dream.",,,symmetric,joking_relationship,0.8,,2026-07-06T09:46:56.026266+00:00
915,/Nuer_Colson_1952_152_KS,EasternAfrica,Nuer,a man's wife,kin_role,her husband's brothers,kin_role,kinship,Text explicitly states licensed joking between a man's wife and her husband's brothers; clearly kinship-based.,"For a man's wife, avoidance is impracticable, but she treats her parents-in-law with great respect and, in the early days of marriage, keeps herself apart from them as much as possible. She is on joking terms with her husband's brothers since, among brothers, the wife of one is, in the social sense, the wife of all.",on joking terms,,symmetric,joking_relationship,0.9,,2026-07-06T09:48:49.131065+00:00
916,/Nuer_EvansPritchard_1936_261_KS,EasternAfrica,Nuer,ric (age-set members),age_set,ric (age-set members),age_set,within_group,"Text describes recurrent joking, play, and encouragement among members of the same ric (age-set).",Age-mates are on terms of complete equality. A man does not stand on ceremony with an age-mate but eats and plays and jokes with him as an equal.,,ric,symmetric,joking_relationship,0.9,Institutionalized conviviality and teasing among age-mates; includes encouragement of boy fights as licensed play.,2026-07-06T09:48:55.468654+00:00
917,/Nuer_EvansPritchard_1936_262_KS,EasternAfrica,Nuer,members of the same age-set,age_set,wife of a man of his own age-set,kin_role,within_group,Text states ritualized licensed liberties allowing age-mates to joke with a fellow age-mate's wife.,As we have seen at initiation feasts a man is permitted to joke and take liberties with the wife of a man of his own age-set.,take liberties / permitted to joke,,symmetric,joking_relationship,0.9,,2026-07-06T09:49:04.456127+00:00
918,/Nuer_EvansPritchard_1940_257_KS,EasternAfrica,Nuer,members of the same age-set,age_set,age-mates,age_set,within_group,"Text describes recurrent, culturally expected joking and play among members of the same age-set.","Members of the same age-set are on terms of entire equality. A man does not stand on ceremony with his age-mates, but jokes, plays, and eats with them at his ease.",comradeship; joking and play among age-mates,,symmetric,joking_relationship,0.9,,2026-07-06T09:49:15.654740+00:00
919,/Nuer_EvansPritchard_1951_100_KS,EasternAfrica,Nuer,mother-in-law,kin_role,son-in-law,kin_role,kinship,Text describes culturally patterned joking and licensed mirth between mothers-in-law and sons-in-law.,"The mother-in-law relationship among the Nuer is a subject of mirth, and the foulest slips of the tongue are attributed to mothers-in-law when talking to their daughters' husbands.
A man may even joke with his mother-in-law when there are several children.",mother-in-law relationship,,mixed,joking_relationship,0.9,,2026-07-06T09:49:23.433515+00:00
920,/Nuer_EvansPritchard_1951_101_KS,EasternAfrica,Nuer,a man,kin_role,his wife's brother,kin_role,kinship,"Text describes recurrent obscene joking between husband and wife's brother after children are born, a kinship-linked licensed teasing.","After the birth of children a man and his wife's brother can, if great friends, jokingly curse one another in obscene language.",jokingly curse one another,,symmetric,joking_relationship,0.9,,2026-07-06T09:49:33.063267+00:00
921,/Nuer_EvansPritchard_1951_101_KS,EasternAfrica,Nuer,a man,kin_role,his wife's sister,kin_role,kinship,Husband may at any time joke and exchange abusive language with his wife's sister — a culturally patterned joking relationship.,The only in-law whom a man need not at any time treat with reserve is his wife's sister. He can joke with her and even exchange abusive language with her.,joke / exchange abusive language,,symmetric,joking_relationship,0.9,,2026-07-06T09:49:33.063267+00:00
922,/Nuer_EvansPritchard_1951_159_KS,EasternAfrica,Nuer,"gaatgwanlen, male ortho-cousins, the sons of brothers",kin_role,"gaatgwanlen, male ortho-cousins, the sons of brothers",kin_role,kinship,Text states male ortho-cousins (gaatgwanlen) have a culturally patterned joking/teasing relationship.,It is perhaps this contradiction between social bonds and personal feelings which gives rise to the joking or teasing relationship between ortho-cousins.,joking or teasing relationship,gaatgwanlen,symmetric,joking_relationship,0.9,,2026-07-06T09:49:42.693137+00:00
923,/Nuer_EvansPritchard_1951_39_KS,EasternAfrica,Nuer,nei ti gwagh,kin_role,sons (young men),kin_role,kinship,Text states sons may joke with 'nei ti gwagh' (unrelated people); a culturally licensed kin vs non-kin joking relation.,"The nei ti gwagh, the unrelated people, they can joke with and make love to without fear of censure or retribution, so long as they are not wives of other men, for fornication with an unrelated girl is not regarded with disapprobation.",licensed joking with unrelated people,nei ti gwagh,symmetric,joking_relationship,0.8,Document excerpt frames joking permission as contrast with kin; actors interpreted as sons/young men taught by parents.,2026-07-06T09:49:51.499886+00:00
924,/Nuer_Howell_19xx_93_KS,EasternAfrica,Nuer,legal representatives of the bridegroom,group,bride's family,group,within_group,"Text describes recurrent, ritualized night-long joking between these parties at marriage feast.","After the dancing is over, those who are not closely related to either party go home, but the legal representatives of the bridegroom and the bride's family and some of their close kinsmen, both male and female, go into a but specially prepared for them which is known as the dwil koam for the occasion. There they sit all night joking and conversing with their hosts until dawn.",dwil koam joking,dwil koam,symmetric,joking_relationship,0.9,,2026-07-06T09:50:12.914000+00:00
